,Compressed Data,Subfolder Name
10,"[-4.1736902e+02  1.9504312e+02 -9.3951714e+01 -6.4751282e+00
  2.6089195e+01 -4.8660007e+01 -2.4352131e+00  9.7193279e+00
 -3.5364525e+01 -4.4261098e+00  2.7510016e+00 -2.4888462e+01
 -1.3951499e+00  2.4112105e+00 -1.3354465e+01  6.7057629e+00
  4.5877547e+00 -1.2197506e+01 -1.0586078e+00 -3.8701928e+00
 -1.1396609e+01 -5.5194575e-02 -4.4149189e+00 -9.7981319e+00
  2.5437191e-01 -2.8126824e+00 -5.7525206e+00  1.5057878e+00
 -1.0592395e+00 -8.3766550e-01  3.9940464e+00 -1.6519207e+00
 -2.2271590e+00  2.2607090e+00 -1.8224802e+00 -1.9847202e+00
  1.2492590e+00 -2.1827345e+00 -3.0659451e+00 -1.1582162e+00]",belly_pain
11,"[-4.02055145e+02  1.53389954e+02 -1.06980034e+02 -2.18208351e+01
  2.56088829e+01 -3.84601288e+01  1.30466008e+00  2.03239422e+01
 -2.72753181e+01 -7.49263334e+00  1.01099596e+01 -1.61686497e+01
 -5.92575264e+00  2.56518674e+00 -9.67008591e+00  4.64093733e+00
  9.09232903e+00 -1.15398502e+00  9.57948399e+00  5.92818785e+00
 -9.46225166e+00 -1.01772308e+00  5.14813900e-01 -8.17148590e+00
 -1.06858063e+00 -1.02856755e+00 -8.54857254e+00 -2.60958385e+00
 -7.75746465e-01 -5.11445236e+00 -1.51956403e+00 -2.94573516e-01
 -9.64432478e-01  2.11622405e+00  4.12925452e-01 -5.75138450e-01
  2.06587815e+00 -1.44332123e+00 -3.86072731e+00 -3.61463010e-01]",belly_pain
12,"[-3.6482013e+02  1.5183423e+02 -1.2237543e+02 -2.4735775e+01
  2.2686071e+01 -4.6699913e+01  4.7841210e+00  2.7372377e+01
 -2.8968651e+01 -8.6461420e+00  1.2409170e+01 -1.6313059e+01
 -8.1347065e+00  8.1318021e-01 -8.4861155e+00  7.9991064e+00
  1.0560931e+01 -2.1066029e+00  4.9814758e+00 -1.2030534e+00
 -1.0526570e+01  3.0655954e+00  9.2174870e-01 -8.9959068e+00
 -1.6304559e-01 -1.6365025e+00 -7.7310977e+00  1.7340605e-01
 -1.5063086e+00 -6.5091972e+00  8.8113350e-01  3.3786924e+00
  2.4181798e+00  3.7206981e+00 -1.1603930e+00 -1.8906064e+00
  1.8822700e+00 -2.5060229e+00 -3.9332619e+00  1.2611343e-01]",belly_pain
13,"[-237.06866     148.7104     -146.33049      -1.1878089    44.94896
  -58.268803      1.442255     29.391651    -38.799988    -12.181233
   16.826696    -12.095933     -4.4508057    -2.1854963   -13.255462
    6.687321      3.677956     -9.461452      7.227074      4.7692056
   -4.990678      6.7092524     0.7341858    -9.1448145    -0.9754589
   -2.5370362    -3.261932      2.3829355    -5.909773     -7.2428594
    1.6559727    -1.4704119    -2.658791      0.2660131    -3.5596166
   -0.80820477    2.7483017    -1.8270276     0.27751428    3.3363798 ]",belly_pain
14,"[-2.5229735e+02  1.4554681e+02 -5.8926727e+01 -1.6598593e+01
  3.6728160e+00 -4.1373680e+01 -9.4181919e+00  4.1325431e+00
 -1.8737617e+01  2.6173766e+00  3.8835175e+00 -1.7873196e+01
 -3.2032547e+00 -2.2949703e+00 -1.6613441e+01 -2.0622733e+00
  2.8382461e+00 -2.2660129e+00  1.2302794e+01  1.2921433e+01
  7.4435574e-01  2.1020555e+00 -2.7977102e+00 -8.6671515e+00
 -1.0822147e-01  5.2158117e-01 -4.7864127e+00 -1.5983067e+00
 -7.0028371e-01 -6.1500806e-01  5.5075991e-01 -5.4181185e+00
 -6.2756743e+00  1.9434640e+00  4.0899162e+00  3.1250565e+00
  5.5775533e+00  5.8473105e+00  3.3635881e+00 -5.3826624e-01]",belly_pain
15,"[-4.9942471e+02  1.1208116e+02 -4.9807816e+01 -1.8214211e+01
  1.3028866e+01 -2.6151291e+01 -1.4420481e+01  7.6037078e+00
 -1.1387850e+01 -9.1284218e+00  4.6242223e+00 -5.1194358e+00
 -7.7287145e+00 -3.5381064e+00 -7.9796438e+00 -2.6154983e+00
  7.2713938e+00  7.6115971e+00  7.8030806e+00  5.1207466e+00
 -2.9906516e+00 -3.7075179e+00  5.3345662e-01  9.1738683e-01
 -1.2745423e+00 -5.5300670e+00 -7.1350956e+00 -2.1157625e+00
  5.4769909e-01 -3.1326132e+00 -5.2774329e+00 -2.0461240e+00
  3.2763064e+00  4.8143873e+00  1.5666146e+00  3.3595213e-01
  1.6939723e+00 -6.8348479e-01 -4.2427120e+00 -2.8210824e+00]",belly_pain
16,"[-2.4035178e+02  1.5029214e+02 -1.4118556e+02 -4.0369840e+00
  3.2094738e+01 -5.7226990e+01  1.2983917e+01  2.8182755e+01
 -3.9692852e+01 -5.1660471e+00  1.3103871e+01 -1.6985456e+01
  4.0579171e+00  4.0465107e+00 -1.5504323e+01  5.0745964e+00
  3.2184052e+00 -1.1198936e+01  8.0212438e-01 -5.4604945e+00
 -1.0745369e+01  4.4442592e+00 -8.4522408e-01 -5.4597068e+00
  2.5819118e+00 -5.3812847e+00 -5.2150569e+00  4.7857919e+00
 -2.4719367e+00 -3.5770447e+00  3.2478342e+00 -2.5005949e+00
 -2.6807134e+00  1.9836428e+00 -2.2542524e+00 -1.9383903e+00
  5.1260348e-02 -3.5992205e+00 -2.4448853e+00 -3.8540027e-01]",burping
17,"[-3.69660950e+02  1.31358139e+02 -6.49953461e+01 -1.49569333e+00
  3.26302986e+01 -2.62773304e+01 -1.10428200e+01  6.54783487e+00
 -1.54899025e+01 -5.67504072e+00 -5.45777321e+00 -2.07745266e+01
 -3.19489455e+00  5.99361134e+00 -9.07841563e-01  8.06945229e+00
  2.98438811e+00 -1.33177824e+01 -1.07923670e+01 -7.73076963e+00
 -4.97502899e+00  2.59027314e+00 -5.27260399e+00 -1.13993244e+01
 -9.34580207e-01  1.26251638e+00 -2.07248235e+00  1.88263309e+00
  2.56548715e+00  2.44995165e+00  3.12322783e+00 -1.68888688e+00
 -1.81422937e+00  9.48416531e-01 -3.21843624e+00 -3.37209296e+00
 -1.35048211e-01 -3.31917667e+00 -2.89271641e+00  1.38108635e+00]",burping
18,"[-4.0819211e+02  1.9477638e+02 -7.8103111e+01 -9.6778345e+00
  2.9894156e+01 -3.6336960e+01 -4.1367550e+00  1.2627181e+01
 -2.6047985e+01 -6.9563708e+00  1.4564133e+00 -2.1022257e+01
 -4.2599297e+00 -1.1029400e+00 -1.8623453e+01 -6.1589975e+00
 -5.1166730e+00 -1.5778055e+01 -3.5168259e+00 -4.3367782e+00
 -1.3113944e+01 -2.9311519e+00 -4.0816579e+00 -1.0272220e+01
 -2.0554605e+00 -3.4670451e+00 -6.6984005e+00  1.2850231e-01
 -2.8903024e+00 -5.1406665e+00  1.1320239e+00 -1.9136585e+00
 -4.0455976e+00  2.0457397e-01 -2.6806450e+00 -3.4029524e+00
 -4.2583188e-01 -4.0001698e+00 -4.2251229e+00 -1.1676346e+00]",burping
19,"[-2.99386841e+02  1.13741516e+02 -6.00266762e+01 -8.98810387e+00
  1.39781275e+01 -3.51455383e+01 -9.05896378e+00  9.51436901e+00
 -1.72789631e+01 -6.39335966e+00  2.88704062e+00 -1.11697683e+01
 -1.24246502e+00  3.63830113e+00 -6.91339970e+00 -4.27757114e-01
  9.37019110e-01 -7.16648912e+00 -2.10516000e+00 -7.36006379e-01
 -3.61092544e+00  2.02047229e+00 -1.22441575e-01 -5.47313690e+00
 -1.03065217e+00 -6.40449286e-01 -3.14751887e+00 -1.45104825e-01
  4.33284730e-01  9.16164577e-01  3.37069154e+00  1.11187029e+00
 -2.12409720e-01  1.18541920e+00 -2.31289089e-01  1.67991146e-01
  1.67368913e+00  6.29329029e-03  7.86929607e-01  2.65421557e+00]",burping
20,"[-2.50580811e+02  1.24703926e+02 -9.54076233e+01 -1.53186016e+01
  2.62635288e+01 -3.15017014e+01  2.98916292e+00  2.05617981e+01
 -2.09403095e+01 -7.33208323e+00  4.35316896e+00 -1.59236889e+01
 -6.34356797e-01  9.66134548e+00 -5.20268345e+00  2.55183846e-01
  2.47913718e+00 -6.12229443e+00  1.21391165e+00  2.96906614e+00
 -2.41404891e+00  1.67972362e+00 -1.61504483e+00 -5.52982235e+00
  1.43994141e+00  7.85174191e-01 -1.54350674e+00  3.28481483e+00
  7.97044575e-01 -2.10272789e+00  1.85121059e+00  1.33415318e+00
  1.23671882e-01  1.27502131e+00 -8.58931363e-01 -5.36918879e-01
  1.28638947e+00 -1.72195956e-01  1.45373666e+00  3.08915257e+00]",burping
21,"[-3.2982629e+02  1.3271452e+02 -6.0038795e+01  1.5782445e+01
  2.8340843e+01 -4.4755657e+01 -7.4374104e+00  1.2445500e+01
 -2.5220762e+01 -5.2903466e+00  4.1829591e+00 -2.1637316e+01
 -8.5230007e+00 -1.5672319e+00 -1.4606917e+01 -1.7328515e+00
 -1.1028457e+00 -1.3987573e+01 -2.3721416e+00 -3.9480782e-01
 -9.9614153e+00 -1.0897141e+00 -7.2713889e-02 -7.8712635e+00
 -1.7925898e+00 -1.0847557e+00 -5.9548969e+00 -1.5519147e+00
 -1.6087784e+00 -3.9696994e+00 -3.4352952e-01 -1.5216374e+00
 -2.7948821e+00  5.1144555e-02 -2.1247313e+00 -2.6131296e+00
  7.5345850e-01 -1.0464530e+00 -1.6203431e+00  1.1124239e+00]",burping
22,"[-217.8622      152.88904    -113.24161       2.6272595    44.18964
  -54.41115     -21.562317      6.978428    -30.135326     -0.99405795
    8.832941    -24.64447      -2.5792754     8.910306    -12.982704
    3.3697722    11.636965     -4.839816      3.4728963     4.9225144
   -5.486933      4.4446263     3.4106052    -8.199695     -2.6556509
   -3.0161314    -7.109365      0.57291836   -1.5363793    -5.399413
    2.7658477     1.8715849    -2.8542404     0.9202662    -0.5597345
   -3.163768     -0.38398585   -1.7494347    -2.6661906    -0.6880082 ]",burping
23,"[-357.5416     114.446686    -6.29728     -7.0751014   -3.1481748
  -27.212439   -17.21816    -11.222934   -20.574362    -9.971468
   -8.767772   -18.065388    -5.1366234    1.4969889   -7.2731514
   -1.0219932    5.5100274    2.3263013    7.12954      5.7174726
   -7.2845817   -9.393186    -5.7128177   -6.1948285   -3.8859963
   -5.329897   -11.104723    -8.56031     -4.5720625   -7.3277225
   -8.244522    -5.0614815   -1.4138443    2.5064456    5.433652
    8.187848     9.50409      5.3384724    1.4187224    2.7143013]",burping
24,"[-2.49261642e+02  1.51831161e+02 -7.08962173e+01 -2.06183033e+01
  5.85690308e+00 -4.21476097e+01 -6.50725460e+00  7.81129217e+00
 -2.31506176e+01 -3.99010777e+00  4.60563153e-01 -2.15825005e+01
 -4.66440153e+00  4.21659374e+00 -4.67691946e+00  8.08453369e+00
  5.69598722e+00 -8.44119167e+00 -1.18789166e-01 -5.12079597e-01
 -8.55831909e+00  1.93612099e-01  1.38748252e+00 -4.28795004e+00
  2.10891217e-01 -3.69683057e-02 -1.68160117e+00  2.28930902e+00
  2.19980150e-01  4.69728172e-01  4.69143152e+00  2.17779115e-01
 -1.38603902e+00  2.93603683e+00  5.08526027e-01 -5.67458570e-01
  1.94877851e+00 -1.16767192e+00 -2.15064931e+00  7.82105207e-01]",discomfort
25,"[-395.89575     223.31834     -77.897316      2.430725     28.45658
  -48.667538      1.8183895    13.783868    -37.131706     -8.686741
   -2.6039674   -31.49143      -6.4560013    -3.6829724   -22.540787
   -0.72102004   -0.42636946  -15.009386      2.5185223     2.3788595
   -8.861035      1.048859     -3.667742    -11.230455     -2.2169454
   -6.5518465   -10.385463     -2.5104764    -7.1443906    -9.066527
   -2.5929468    -7.2522063    -7.7999835    -1.9348985    -4.9563785
   -4.076216     -0.5110795    -4.135155     -2.7851617    -0.9964552 ]",discomfort
26,"[-2.9270181e+02  1.3858197e+02 -8.5356438e+01 -2.0480652e+00
  2.5566454e+01 -3.7876583e+01  3.5490851e+00  1.6177135e+01
 -2.2827888e+01  4.3547496e-01  4.4246526e+00 -1.8469427e+01
  3.2562633e+00  3.3583832e+00 -1.7157330e+01 -4.6876416e-02
  6.5830355e+00 -3.4508970e-01  1.1849019e+01  6.8625712e+00
 -6.3457799e+00 -1.1090108e-01 -1.5717980e+00 -3.9902589e+00
  4.1247492e+00 -1.1673021e+00 -7.0499463e+00 -1.6382505e+00
 -2.5126331e+00 -1.9885108e+00  1.7151294e+00 -2.6625247e+00
 -1.6329259e+00  4.1794691e+00  2.3424041e+00  2.6252992e+00
  4.7133131e+00  1.9673942e+00  1.3799543e+00  6.2673539e-01]",discomfort
27,"[-3.9712057e+02  1.5124698e+02 -6.5386200e+01 -1.9316891e+00
  2.1394293e+01 -4.1003788e+01 -8.8064356e+00  9.5128727e+00
 -2.2120043e+01 -5.8556666e+00 -9.7237009e-01 -2.0062885e+01
 -3.3018155e+00 -9.4783336e-01 -1.6609970e+01 -2.8000398e+00
  2.0080445e+00 -7.2744093e+00  4.3288276e-01 -1.6189468e+00
 -1.0817323e+01 -4.3316813e+00 -2.8988547e+00 -4.4251142e+00
  1.0991528e+00 -3.1632943e+00 -6.7030053e+00 -1.7349970e-01
 -1.0018007e+00 -3.4935913e+00 -4.8852569e-01 -1.0282623e+00
  1.0192460e+00  4.8357463e+00  1.4158357e+00  5.6223017e-01
  2.9805596e+00 -3.8905355e-01 -2.0703676e+00  2.6186532e-01]",discomfort
28,"[-2.8231021e+02  1.6053085e+02 -7.4994759e+01 -1.2361572e+01
  9.3025188e+00 -5.3326862e+01 -7.6147799e+00  1.7113747e+01
 -2.3065279e+01 -7.2957511e+00  5.0525184e+00 -1.6139633e+01
 -4.1614323e+00  2.0785050e+00 -9.9686489e+00  1.6565293e+00
  7.0774150e+00  1.3033905e+00  7.0419955e+00  1.1853461e+00
 -7.5760942e+00 -2.3880033e+00 -4.7717061e+00 -5.7211986e+00
  1.1905500e+00 -4.6955800e+00 -7.7077022e+00  4.0079442e-01
 -1.2059035e+00 -3.6114943e+00 -3.9052981e-01 -2.3833091e+00
 -4.8730813e-02  4.8912477e+00  1.0854117e+00  5.0229234e-01
  3.4224615e+00 -3.3479005e-01 -2.0782876e+00 -4.2179793e-01]",discomfort
29,"[-2.2919627e+02  1.8452292e+02 -1.0828892e+02 -1.4289325e+01
  2.0538548e+01 -5.8186749e+01 -2.8924651e+00  2.2583149e+01
 -2.8227600e+01 -4.7864690e+00  8.6138840e+00 -1.8578119e+01
 -2.0013206e-01  6.4315405e+00 -1.0741934e+01  3.2169189e+00
  7.4688177e+00  9.3671948e-01  1.1347640e+01  3.8796196e+00
 -6.3736119e+00  1.9501525e+00 -2.7939389e+00 -5.9042740e+00
  2.4959919e+00 -4.9977298e+00 -7.7123790e+00  2.2438984e+00
 -1.6724565e+00 -3.9720361e+00  1.6709836e+00 -1.0412153e+00
  1.4818968e+00  6.7380533e+00  1.4692963e+00  1.9790676e+00
  5.1647358e+00 -1.0050397e+00 -1.6341563e+00  2.2188373e+00]",discomfort
30,"[-329.16995     166.00903     -60.387753      4.649882     35.099358
  -26.683558     -1.1059788    13.831748    -15.326393     -3.0685408
   -6.182656    -22.941475     -2.0991695    -2.7064376   -16.172401
    2.6119776     2.9143815   -11.831206     -3.3418806    -4.0847244
  -11.352974     -2.780415     -3.2856421    -7.735898     -2.3447905
   -4.011971     -4.361742      1.1811639    -2.756182     -3.8015282
    2.198605      0.50118595   -1.5551953    -0.81209016   -3.1808941
   -2.3499086    -1.7436483    -3.9366293    -0.6419447     0.76423645]",discomfort
31,"[-2.6182269e+02  1.3394209e+02 -4.8726120e+01 -2.2988850e+01
  1.0235168e+01 -3.0238880e+01 -2.2046753e+01  1.9843580e+00
 -7.6275964e+00 -3.8499658e+00  6.3476187e-01 -6.1766791e+00
  3.2364941e+00  2.7406895e+00 -1.2125494e+01 -5.6958761e+00
  4.2394125e-01 -8.8057632e+00 -6.2411575e+00 -1.5844015e+00
 -5.6687651e+00 -1.5599282e+00  1.5857842e+00 -2.5316873e+00
  8.1096001e-02  6.7050231e-01 -4.4637518e+00 -1.8668468e+00
 -1.8507880e-01 -4.7986765e+00 -3.5643280e+00 -1.1480963e+00
 -2.8450243e+00 -1.5671536e+00 -1.1967351e+00 -3.5464823e+00
 -1.8668286e+00 -8.2793164e-01 -3.1575904e+00 -2.5188885e+00]",discomfort
32,"[-2.0901392e+02  1.3517389e+02 -9.6577850e+01 -3.5985180e+01
  1.9111246e+01 -2.7771584e+01 -5.3058462e+00  1.6262739e+01
 -1.8051920e+01 -1.3374050e+01  2.9350693e+00 -7.0320649e+00
  1.5141252e-01  5.8836017e+00 -2.4954562e+00  1.3164980e+00
 -2.4518580e+00 -1.0997120e+01 -2.0291758e+00 -2.5346873e+00
 -1.0210674e+01 -8.6250234e-01  1.8893534e+00 -4.1705747e+00
  1.7735956e+00  3.3369126e+00 -1.1967263e+00  3.7220001e+00
  3.2484066e+00 -4.5854287e+00 -2.7566922e+00  1.3439486e+00
  2.7820280e-01  7.5318865e-02 -1.0493572e+00 -3.1809311e+00
 -2.7376850e+00 -1.1272076e+00  1.0336317e+00  1.0425613e+00]",discomfort
33,"[-5.10844574e+02  1.96458359e+02 -7.55648575e+01 -7.98488283e+00
  2.63933182e+01 -4.40107803e+01 -9.92847252e+00  1.29631233e+01
 -2.17846775e+01 -4.53744984e+00  1.34114718e+00 -2.11205997e+01
 -5.61673069e+00 -3.14965773e+00 -1.79892197e+01 -4.85501432e+00
 -5.67062902e+00 -1.65304680e+01 -4.32588387e+00 -4.91324043e+00
 -1.23309479e+01 -3.26803613e+00 -5.87694979e+00 -1.01177025e+01
 -5.97794712e-01 -2.76578021e+00 -6.18649864e+00  2.77767837e-01
 -2.94071960e+00 -4.74964237e+00  7.36304581e-01 -2.69467545e+00
 -3.41187406e+00  1.30549777e+00 -2.09564281e+00 -2.22178078e+00
  1.89120221e+00 -1.13280201e+00 -1.32854009e+00  1.74884439e+00]",discomfort
34,"[-4.5300937e+02  1.6461502e+02 -5.5736870e+01  3.1925652e+00
  2.8895462e+01 -3.0127140e+01 -3.5348861e+00  5.7892370e+00
 -2.7176731e+01 -6.4789224e+00  8.1381410e-01 -1.9616262e+01
 -5.5907693e+00 -2.8831697e+00 -1.4007661e+01 -6.0893130e-01
 -3.7003727e+00 -1.5634959e+01 -3.7214096e+00 -4.7609410e+00
 -1.2718526e+01 -1.8910551e+00 -2.3560255e+00 -9.4098864e+00
 -2.9182854e+00 -3.3042588e+00 -6.0155025e+00 -8.4090304e-01
 -2.7639716e+00 -3.2397912e+00  1.4101797e+00 -3.2116413e+00
 -5.0542989e+00 -2.1612826e-01 -2.7293043e+00 -3.7491419e+00
 -4.0610468e-01 -2.5422771e+00 -2.6586192e+00 -3.4535390e-01]",discomfort
35,"[-3.1840182e+02  1.6726541e+02 -1.0155476e+02  1.1782036e+01
  4.0446808e+01 -4.4660580e+01  6.0279193e+00  1.7863350e+01
 -3.1103270e+01  1.3995746e-01  7.2366638e+00 -1.5728396e+01
  9.2537794e+00  3.2546887e+00 -1.6912189e+01  3.8400686e+00
 -2.2397759e+00 -1.5909191e+01  2.4982216e+00 -1.8792098e+00
 -1.1039523e+01  2.8692784e+00 -6.5554744e-01 -5.8408098e+00
  3.0208879e+00 -9.5586520e-01 -2.1108375e+00  2.7767353e+00
 -3.7370570e+00 -1.9090201e+00  3.8708067e+00 -2.5628173e+00
 -2.3177502e+00  1.0457730e+00 -2.4003642e+00  4.9105695e-01
  1.3692818e+00 -3.3208261e+00  1.1283627e-01  1.3835200e+00]",discomfort
